,Date,Place,Title,Band,Open,Start
17,2018-01-22,梅田Zeela,ROOM 225 vol.1 〜バウンダリー「now」リリースツアー〜,"['バウンダリー', 'i am you are', 'MASHÜ', '佐竹惇(frアイビーカラー)', '出演予定のEMPTY HEAD BRAVERSはインフルエンザの為にキャンセルとなりました。']",18:00:00,18:30:00
18,2018-01-23,梅田Zeela,ライブハウスは遊び場です。-powered by DAIGO IIMURO from FM802 RADIO∞INFINITY-,"['みそっかす', 'ドラマストア', 'アンテナ', ' [DJ] 野澤タクマ(LINE wanna be Anchors)', '[DJ&MC] 飯室大吾(FM802)']",18:30:00,19:00:00
19,2018-01-25,梅田Zeela,LAST ORDER～ハイボール濃いめで31杯～,"['SONG ORDER', 'HUL OVER', 'MEET ME SATURDAY', 'Ark Empty', 'Chiaki', 'fu-wa', 'Nothing Before /【SHOW CASE】鬼MUS']",16:30:00,17:00:00
20,2018-01-26,梅田Zeela,Ascension to Heaven,['Jupiter'],18:30:00,19:00:00
21,2018-01-27,梅田Zeela,嘉寿-YoshI-×BASS ON TOP梅田店PRESENTS「天Zeela祭～2018冬の陣～」,"['Southgram', 'ZYOLAM13', 'moremore', 'Ebony Vomits', 'EPIC MONSTER', 'Richard Roe', 'よほほ', '嘉寿-YoshI-']",15:00:00,15:30:00
22,2018-01-28,梅田Zeela,天 Rock Festival Vol.10,"['ROSY HEART', 'GRAVE', 'エピッド イブー', 'ビアンカ', 'ア・ラ・カルト', 'RED KINGS', 'じょへろ', '天Rock Band', '踊る天テコバンド']",15:30:00,16:00:00
23,2018-01-29,梅田Zeela,放送芸術学院専門学校 presents マンデーロック卒業編,"['アシガルユース', 'いつまでもそのテンポで', 'kasumi', '君がそうなら僕はこう', '超能力戦士ドリアン']",18:00:00,18:30:00
24,2018-01-30,梅田Zeela,SOULMATE vol.6 -UMEDA EXPLOSION EDITION-,"['ソウルフード', 'folca', 'QOOLAND', 'Pulse Factory', 'そこに鳴る']",18:00:00,18:30:00
0,2018-02-01,梅田Zeela,梅田Zeela presents「ど☆ダンサブル」～supported by NANIWAdelic～,"['ダブディフォー', 'shule And christmas', '大阪FUNKASTIC', 'JACK=ON=THE=FIDDLE', ' [MC] span!']",18:00:00,18:30:00
1,2018-02-02,梅田Zeela,Novelbright 4th Single「夜空に舞う鷹のように/秋桜」Release Tour Final & 再始動1周年記念ワンマンライブ,['Novelbright'],18:00:00,19:00:00
2,2018-02-03,梅田Zeela,THY ART IS MURDER&FIT FOR AN AUTOPSY JAPAN TOUR 2018,"['THY ART IS MURDER', 'FIT FOR AN AUTOPSY', 'Palm', 'Sailing Before The Wind', 'Vision of Fatima', 'Breathe my Words']",17:00:00,17:30:00
3,2018-02-04,梅田Zeela,"Alerion 1st EP ""Almenara"" release party ""BLESS FROM AGONY vol.3""","['Alerion', 'OLPHEUS', 'Unvision', 'Suggestions', ""DEVIL'S INLAY"", 'Chased by Ghost of HYDEPARK', 'C-GATE', '+ 1 more secret act (O.A.)']",16:30:00,17:00:00
4,2018-02-05,梅田Zeela,「梅田Zeela×OTONOVA ～予選会～ vol.1」,"['[A→Z] Alu.', 'HAYZ', 'the whimsical glider', '毛皮のさえこ']",18:00:00,18:30:00
5,2018-02-06,梅田Zeela,「梅田Zeela×OTONOVA ～予選会～ vol.2」,"['[A→Z] Ark Empty', 'Crunch Time', 'Cyanroom', 'MONEY MAKER', '一揆']",18:00:00,18:30:00
6,2018-02-07,梅田Zeela,「零code2周年記念ワンマンライブ〜３つの宝石〜」,"['零code', 'GourDollS (O.A.)']",19:00:00,19:30:00
7,2018-02-08,梅田Zeela,じぇい企画 軽音Ver. Vol.2～アコースティックの人がやる軽音企画～,"['たかはしょゆう', '月野うさぎ', 'むちゃくちゃisまさと', '相愛漁業組合', '柑橘家電', '［さみおの餃子］\r\n', 'それだけの話', '銀杏爆弾ばーん', 'フェミニーナ軟膏', 'ぱらもあ', 'BUNK OF PINCH', 'しゃしゃも\r\n', 'スパイダーマンホームカミング', '出演予定の(もこ)はキャンセルとなりました。']",12:45:00,13:00:00
8,2018-02-09,梅田Zeela,松岡卓弥 Valentine'sDay Tour♡2018 (DAYTIME LIVE),['松岡卓弥'],13:30:00,14:00:00
9,2018-02-09,梅田Zeela,松岡卓弥 Valentine'sDay Tour♡2018 (NIGHTTIME LIVE),['松岡卓弥'],18:30:00,19:00:00
10,2018-02-10,梅田Zeela,Cheeky Parade 6th Anniversary TOUR,['Cheeky Parade'],00:00:00,00:00:00
11,2018-02-11,梅田Zeela,「どるばこ」,"['しあすかなこ', 'ナラプロ', 'KOQTOS', 'Lapili', 'DXハンター']",16:00:00,16:30:00
12,2018-02-12,梅田Zeela,Jang Voila presents 宴 ～Continue to Jang Voila～,"['Jang Voila', 'WhiteCanvas', 'Re-Re-Re', 'Richard Roe', 'モリヤンキース', '＜サブステージ＞POMOMI', '友美＆サンミン', 'dookiekousuke']",16:30:00,17:00:00
13,2018-02-14,梅田Zeela,TSUBAZERIAI vol.2〜GLARE NOISE『REBIRTH』&RAVEN OUT 1st EP 『 PORALIS 』Release TOUR〜,"['GLARE NOISE', 'HUL OVER', 'ABLAZED', 'LAW OF LIBERTY', 'dps', 'coyδte(東京)', 'RAVEN OUT(名古屋)']",17:00:00,17:30:00
14,2018-02-15,梅田Zeela,Acapella Circuit Fes,"['サボテンパラダイス', 'Show!和!JUMP', 'だいばくはつ', 'Wienuts', 'SPADE', 'Mièrcoles', '黄昏のモアイ', 'Λale', 'Kujira', 'Snap', 'Freiheit', '仔羊のポワレ', 'TEN WITH A MISSION', 'MAD STAiRS', 'mjuk', 'Voice香澄', 'にんなあんな', 'つばき', 'Chou farci', 'ソウルバンド', '山吹', 'クロワッサン', 'blessCat', 'チョコメロ', 'HOTDOG Queeen\r\n', 'The Lavenders', ""OREO D'OL"", 'NeBoo', 'Neon Sign', 'シーチキンマヨネーズ', 'OFF to ON', 'かすみ', 'ニャホ・ニャホ＝タマクロー', 'アメリカ大陸の素揚げ', 'EastCHESTER.', 'プッタネスカ', 'ELBUORT', '爆髪JacK', 'おばばのしけったせんべい', 'D-room', '惑星タイマー', 'ハッチポッチステーション', '彗星蘭', 'べじたりあん', 'rui']",13:00:00,13:30:00
15,2018-02-16,梅田Zeela,Half time Old「発見と疑問」リリースツアー,"['Half time Old', 'Bermuda△', 'アイビーカラー', 'PLUMLORG', 'the shes gone']",18:00:00,18:30:00
16,2018-02-17,梅田Zeela,フルバケOBOG企画,"['ザ150回転ズ', 'ソコビエ', '中野 流人', 'Death parade', 'しゃしゃも', '蝶・花畑', 'まぴお世界観', '万事屋 /\r\n ふわふわどりーむ', '9ワリガタラッド', 'OMACHINKO', '脱獄ストライプス', 'ふぁみチキッ!!']",12:45:00,13:00:00
17,2018-02-18,梅田Zeela,L&P Attractive presents 『SEX GoD』東名阪 TOUR 2018,"['SEX MACHINEGUNS', 'NoGoD']",17:30:00,18:00:00
18,2018-02-19,梅田Zeela,セーヤ企画,"['夜のクリープジェネレーション', 'もこ', 'エデンの園', 'あこぎーず', 'The Casablancas', '反撃のおぱんちゅ', '¥ズ', '断崖絶壁', 'ソフトボール同好会']",12:00:00,12:25:00
19,2018-02-20,梅田Zeela,TOWER RECORDS 梅田大阪マルビル店　RECOMMEND LIVE「WE ARE LIVE FREAKS!」,"['Lenny code fiction', 'Pulse Factory', 'バンドハラスメント', 'RED in BLUE']",18:00:00,18:30:00
20,2018-02-21,梅田Zeela,今年1年間の成果、みてくれ！1回生企画！！,"['電通様 THE COCOA CIGARETTES(THE ORAL CIGARETTES)', '武庫女様 DEEPな奴ら(backnumber)', '大手前音楽部 ハウスジャバカレー(オムニバス)', '大工大様×武庫女様セッション 奴隷(WONCADOLE)', '大手前軽音部様 イバ×2(オムニバス)', '大手前音楽部 Spirodex(10-FEET)', '千里山シェルター様 イエローモンキー(チャットモンチー)', '樟蔭女子様 mikado(オムニバス)', '相愛様 にる・ゔぁーな(BLUE ENCOUNT、STRAIGHTENER)', '大手前音楽部 Laver.(HI-STANDARD)']",14:15:00,14:30:00
21,2018-02-22,梅田Zeela,大阪電気通信大学 文化会軽音楽部 2017年度 後期定期演奏会,"['きりん組46', 'ONE KS ROCK', 'コットン化粧水', ""glay's diamond"", 'THE COCOA CIGARETTES', '魚魚魚', 'THE BLACK HORN', '伊藤歌詞太郎', 'Help,me ユッケ！', 'RADOWIMPS']",13:45:00,14:00:00
22,2018-02-23,梅田Zeela,みんな大好きTHE SALA!!!!Ritterorden of THE SALA196ヶ国世界ツアー出撃式の前にZeelaでセンキューアイラビュしよ♡編,"['THE SALA', 'revenge my LOST', 'BxAxG', 'ソウルフード']",18:00:00,18:30:00
23,2018-02-24,梅田Zeela,今夜もやるっきゃNight企画,"['はなちゃそぴー', 'おちゃんく♡', 'メガデス', 'KNS00', '養豚場の刺客', 'メッセンジャーフロム世界', 'ちょっとも', '大塚製薬', 'スロープ海賊団', 'Hurly＊Burly', '宮本タクヤ疾風伝', '今夜もやるっきゃNight']",12:40:00,12:50:00
24,2018-02-25,梅田Zeela,JENNI 大阪ワンマンライブ ユニバーサルジェニージャパン,['JENNI'],16:30:00,17:00:00
25,2018-02-26,梅田Zeela,ソウルフードワンマンライブ バンドマン限定ギグ,['ソウルフード'],18:00:00,19:00:00
26,2018-02-27,梅田Zeela,しげ企画Vol.2-2 ～聖なるしげの贈り物～,"['Dooki house', 'ぱりのおすし', 'ざわざわ森の仲間達', 'Over Drive', 'voorval jabiko', 'A-yan（えーやん） /\r\n こんぺいとう', 'NIKUDIO', 'みつば', '猫のひげ', 'すごけん。', 'オオカミと少女', '雨の日のマルチーズ']",13:40:00,14:00:00
27,2018-02-28,梅田Zeela,Boys Innovation vol.9,"['Tigh-Z', 'VELLE.J', 'KEN./BUZZ-ER.', 'BRITZ', 'G.U.M', 'Wave', 'CHERRSEE', '3WAG', 'Dio Crave', 'A.G.E', 'KAZUYA（from VELLE.J）', 'O.A  B Mellow']",16:00:00,17:00:00
0,2018-03-01,梅田Zeela,新・春のバンド叩き売り祭り!!,"['童貞ズ', 'Landscape', 'Stray Dogs', 'Griffe de Hawk', '木曜日のうさぎ', 'Sink or Swim', 'GAN MEN', '恋するパンダ', 'Lasacr']",15:00:00,15:30:00
1,2018-03-02,梅田Zeela,ちゃーはん企画～最後だから好き放題しちゃうぞ～▲生誕祭ってやつやで▼,"['小林さんちのメンドラゴン', '[NIDONEDAME]', 'マシュマロで爆死', 'ちんちくりん', 'バンドやないで！\r\n', 'THE NINTH AFRO', 'チャニーズ', '浦の星女学院軽音部', 'Do:Do', '川崎教団&THE早漏ロケッツ', '爆殺炒めしズ', 'ちゅらごりくん']",00:00:00,00:00:00
2,2018-03-03,梅田Zeela,Thank you live,"['バンによるババンババンバンするバンド', '寒い日の31', 'asagaeri', 'こさかや可愛がっテナー', 'Hurly＊Burly', '藤井と友達になりたい方は前方にお集まり下さい', ""glay's diamond"", '青春太郎', '曽根崎サディスティック', 'ペンタゴン', '宮本TAKUYA∞疾風伝', 'ぽんぽこぽっこん']",13:15:00,13:30:00
3,2018-03-04,梅田Zeela,「SABUIVO」,"['Clan night mag', 'child skip', 'ラセン階段\t/ seriousπ', 'Dr.empty', 'アオボシ', 'Zililili', '[FOOD] エレクトロニカレー']",17:00:00,17:40:00
4,2018-03-05,梅田Zeela,chamのきまぐれナイトVol.12 ～愛と青春の日々～,"['O.A. ケツメイト', '《BAND》/ ガツコドットオパンツウェイ\t/ アポロズシンテット', 'Humpbank', '黒霧島', 'バンドだもん！', 'ココアシガレット', 'SUM関数\t', 'いとぅ棒立ちで演奏せんとっテナー \t\t\r\n相愛性理論', 'THE LOCAL MAGNETTES', 'Alice in 大手前 land', 'Mr.Chikubiren\t/ 《ACOUSTIC》', '雨の日のマルチーズ', '今岡ヒロト', 'しげたろう', 'ニシキヘビ', 'ボックス', 'BON']",00:00:00,00:00:00
5,2018-03-06,梅田Zeela,梅田Zeela×SOUND HOUSE RASPBERRY×OTONOVA 会場代表アーティスト決定戦,"['[A→Z] Crunch Time', 'Cyanroom', 'FiSHBORN', 'HAYZ', 'MONEY MAKER', 'sheme', '毛皮のさえこ']",17:00:00,17:30:00
6,2018-03-07,梅田Zeela,冬威企画 Vol.3 〜Homeward Bound～,"['Hey Den Study', 'ビーバー族', '奥野project', 'Six Pounds', 'ざ☆たっくほーん', '見た目怖いけどお酒弱いから優しくしてくれ', 'Taracot', '留年からEscape出来なかった×2', 'モトウキョウジヘン', 'スロープ海賊団']",12:45:00,13:00:00
7,2018-03-08,梅田Zeela,Fluss Insel presents MoshFESTA!! 2018,"['魔法少女エルレちゃん', '元RIAJU BUSTERS', 'ドルフィンがすぎる。', 'メラガイアー', 'ゆうたくん from JAM', '［SHANK］', 'トラフと海の藻屑たち', 'sum関数', 'Fluss Insel']",13:45:00,14:00:00
8,2018-03-09,梅田Zeela,DracoVirgo 1st LIVE TOUR ”Opportunity”,['DracoVirgo'],18:00:00,18:30:00
9,2018-03-10,梅田Zeela,MISSION IMPOSSIBLE OSAKA,"['ガールフレンド', 'バックホーン(意味深)', 'たまざらし""s', 'LEO', 'Aqua', 'Jam out Frau', 'はまぐりら', '卒業おめでとうズ 〜色々あったね･･･〜', 'MENTAI PARK', 'みねオカンGLAY', 'KilmiL', 'ワンサウザンドフィート']",12:40:00,12:50:00
10,2018-03-11,梅田Zeela,BACK-ON ONEMAN LIVE TOUR「NEW ERA」,['BACK-ON'],17:30:00,18:00:00
11,2018-03-12,梅田Zeela,YAKUJAM 2018,"['ウンコスラップ', 'SIMPSONS', 'Aerosumika', 'ゲスの極みマロニ。', 'PPP', 'EDAMAME GREEN BEANS', '超細胞', 'キュウショアマガミ', 'シャムシェイト', 'NECO touches the pools', 'TURKEY DANCE', ""\tWhat's up,katsuzetsu?!"", ' ＜DJ＞変態理科の先生', 'MARONY', '＜DANCE＞Error Three', 'I♡MAMA', 'ウツボ工業', '4代目 J soul brothers', 'しょーたそハウス']",13:30:00,13:50:00
12,2018-03-13,梅田Zeela,ACT ONE AGE〜『This LOVE』RELEASE TOUR 〜,"['ACT ONE AGE', ""Initial'L"", 'VOI SQUARE CAT', 'Sala']",17:30:00,18:00:00
13,2018-03-14,梅田Zeela,春の2回生三薬,"['10332', 'zack valane!', 'Big Bitch Bob', 'BEERGARDEN', 'TATSUKEYTALK', 'カリアゲと墓石とイケメン', '三薬ガールズコレクション', 'fuck number', '麒麟組', 'くっぴーらむね', '股間掻くピエロ', 'ゴロガモットツブレルンヤデイ', 'MP3']",00:00:00,00:00:00
14,2018-03-15,梅田Zeela,大阪医科大学 presents 大阪医科大学1回生ジョイント,"['high-tech number', 'SHOWA', 'YURURI GARDEN', 'ガキの使い', 'HPNOTIQ\t/ まいふぇらいずばっど', '\r\nShandy Gaff', 'even numer', '桃い公園', '凜として春雨', 'ローリング研究会', 'Masquerade Lovers', 'ゆにぞん', ' BUGRIGHT']",12:00:00,12:30:00
15,2018-03-16,梅田Zeela,【表冠】THE冠 表裏TOUR2018,['THE冠'],17:00:00,17:30:00
16,2018-03-16,梅田Zeela,【裏冠】THE冠 表裏TOUR2018,['THE冠'],19:30:00,20:00:00
17,2018-03-17,梅田Zeela,AR presents 「Beat-2018」,"['Rice', 'Karma', 'Kra', 'heidi.']",17:15:00,18:00:00
18,2018-03-18,梅田Zeela,AtoZ level.1 Ark Empty 2nd E.P[Innocent]リリースツアー,"['ABLAZED', 'RIGEL(富山)', 'Ark Empty', 'Annon', 'Nothing Before', 'Re:Vive', '[DJ] LtoZ', 'やまだあゆみ', 'amane(ハンバーガー屋さん)']",17:00:00,17:30:00
19,2018-03-19,梅田Zeela,こさ企画(仮),"['O.A. 明治の飴', 'MACA-BOOB', '学園都市モンキーズ', 'サヨナラアート', 'HELLNEAR', '肉山田ィスコ /\r\n 紅まどんな', 'おいわふぇいす', 'ぜんぶこさのせいだ。', 'spit z', 'ｽｰﾊﾟｰﾄﾞｩﾗｧｧｧｧｧｲ']",00:00:00,00:00:00
20,2018-03-20,梅田Zeela,医薬連2回生ジョイント,"['グレートゴリラ', 'マスオの本気パンツ', 'NICCHI IS CHICHEN', '亡きトミーを愛でる会', 'NICO Touches the Pool', '糞バン', 'inoue original～人生が変わる！９ミリ～', 'めいちゃんの執事', '青りんごさん', '五文ゴシップ', 'kpu!opu!7188', 'MINOH']",13:30:00,13:40:00
21,2018-03-21,梅田Zeela,松田 音楽教室 ジョイフルコンサート第9回,['松田 音楽教室'],13:00:00,13:30:00
22,2018-03-22,梅田Zeela,医療神大ジョイント,"['クアラルンプール', 'あららかると', ""B'Z〜EN〜GLAY"", 'あさの帝国', 'エビシュリンプマシーン', '\r\nserika', 'こめこめティータイム', 'ANCHAIN', 'えいひれ炙り焼き', 'KEYDALK', 'サディスティックアンナ']",13:45:00,14:00:00
23,2018-03-23,梅田Zeela,一回生三薬,"['クリームパイプ', 'datemegane', 'Shandy Gaff', 'go!go!0323', 'Sikent Siken', 'サキと愉快な仲間たち\r\n', 'unknown', 'あつまれ！優柔不断ピーポー', 'AlkaЯӧ', 'わんわんおくろっく', 'スーパールイージ', '唐崎セイマーズ']",12:45:00,13:00:00
24,2018-03-24,梅田Zeela,畿央大学 軽音楽部 卒業ライブ2018,"['TELLEGARDEN', 'ラブホテル', 'エビチリソース', 'テルバンド', 'おちんぽ☆きらりんレボリューション', 'ばくすい。', 'Hopscotch', '29boys', 'パンくず。', 'おいSP', 'Moebius']",14:00:00,14:15:00
25,2018-03-25,梅田Zeela,LIVE SHOWER 2018,"['Lapis Lazuli', 'やねうちバンド', 'ナチュリア', 'ATUSHI', 'グリチキ', 'SWINDLE']",16:00:00,16:30:00
26,2018-03-26,梅田Zeela,A SONG!!!!A MUSIC!!!!A LIVE!!!!,"['aivolic', 'reading note', 'UNIQUE PROJECT', 'ラパンテット', 'HORIZIC', '安藤大志']",17:30:00,18:00:00
27,2018-03-27,梅田Zeela,ROOM225 vol.2,"['RAF CHRONICLE', 'the Howl', '齋藤真生(UNIQUE PROJECT)', 'Suspended 4th', 'Without Crying']",17:30:00,18:00:00
28,2018-03-28,梅田Zeela,堂山CARNIVAL,"['[LIVE] ソウルズ', 'shule And christmas', 'Amy', 'Timie // [DJ] DJ Kimists (THE GAME SHOP,LIQUIDTIME MOVEMENT crew)', 'DJ Motty(梅田Zeela)']",18:30:00,19:00:00
29,2018-03-29,梅田Zeela,論理的な黄色い夜の誕生祭,"['chika', 'Aludy', 'No-Land', 'ハンドマン', 'THE JUNKIE JACKS', 'Dict.', 'キイロジカル', '隔たりと吐露(O.A)', ' 藤原優希は諸事情によりキャンセルとなりました。']",16:00:00,16:30:00
30,2018-03-30,梅田Zeela,医薬連3回生ジョイント Day１,"['from EVE', 'Ultra Sono Graphy', '俺らそんなセンスないで', 'プレミアムモルツ', 'とりど〜ん', '雑草', 'みまクロ', 'めいじフレンズ', 'ヤチープパイプ', 'toilet', 'Kyoro.et al']",13:15:00,13:30:00
31,2018-03-31,梅田Zeela,医薬連3回生ジョイント Day２,"['サイレントゴリラ', 'マイフェライズグッド', 'オムたけス', 'みかんチュール', '四回なってもゥチらズッ友だょ！', 'きみこの反撃', 'The centimeters', 'XENOGLOSSIA', '卜トトロ', 'The L.i.S.A. Project']",13:45:00,14:00:00
0,2018-04-01,梅田Zeela,嘘とカメレオン presentsにゃににゅにぇにょ～ご都合主義者は早起き～,"['嘘とカメレオン', '※本公演は嘘とカメレオン出演キャンセルの為中止となりました。', 'この出演キャンセルによるチケットの払い戻しの詳細はオフィシャルサイト（http://usokame.com/）をご覧下さい。']",17:00:00,18:00:00
1,2018-04-02,梅田Zeela,monday everybody,"['ナイトサファリ', '沈黙の幽霊', 'air conflict', 'Alu.', 'シゲ・ビシャス']",18:00:00,18:30:00
2,2018-04-03,梅田Zeela,群像とレイトショー,"['soratobiwo', 'the whimsical glider', 'the shes gone', 'カネヨリマサル', 'FiSHBORN']",17:30:00,18:00:00
3,2018-04-05,梅田Zeela,梅田Zeela pre.UNDER GROUND FIGHT!!!!vol.1,"['KOKI', 'Laxity', 'シェルミィ', 'Novelbright', 'HUL OVER']",18:00:00,18:30:00
4,2018-04-06,梅田Zeela,Fest -Season.4-,['我儘ラキア'],19:00:00,19:30:00
5,2018-04-07,梅田Zeela,OTONOVA2018「関西B・中国A・四国 セミファイナル グループ②」,"['[A→Z] chouchou', 'Crunch Time', 'GOOFY', 'sheme', 'Self-Portrait', 'トミタナナミ', 'ばすころみか', 'ヒトリルーム', '宮崎カナエ', 'やましたりな']",16:00:00,16:30:00
6,2018-04-08,梅田Zeela,ひつじウォーズ2018,"['POLU', '神田莉緒香', '門脇更紗', 'SEKIRARA', '死んでるねんガールズ', '我儘ラキア', 'WEAR', 'SPARK SPEAKER', ""Payrin's"", 'chocol8 syndrome', 'Cö shu Nie', 'DIALUCK', '密会と耳鳴り', 'ЯeaL', 'カヨコ', '林青空', '竹内アンナ', '萌々奈', 'WORLD WAND WOOD', '杏子', 'クアイフ', 'sympathy', '番匠谷紗衣', 'みるきーうぇい', 'Cure。', 'コシモトユイカ', 'とみぃはなこ', 'misoka', 'カノエラナ', 'ましのみ', 'スピラ・スピカ', 'Split end', 'イトカムトビコ', 'airlie', '毛皮のさえこ', 'SAPPY', '徳永由希とTHEゆとり逆団', '秒針', 'POP ART TOWN', 'My Girl', '未遂ドロップス', 'metro polica', 'BabySitter', 'UNIDOTS', 'KITANO REM', '午前３時と退屈', 'バウンダリー', 'みのべありさ', '優利香']",12:00:00,12:30:00
7,2018-04-09,梅田Zeela,ミテニサク,"['フリツモジ', '寂しがり屋なピアニシモ', 'アスミライ', 'AKANOTANIN', '曽川 沙也伽']",18:00:00,18:30:00
8,2018-04-10,梅田Zeela,TSUBAZERIAI vol.3,"['暴想ソプラノバイエルン', 'Re:Answer', 'こーた(ex.Stella cat)', 'WODEN JONES', 'EPIC MONSTER']",18:00:00,18:30:00
9,2018-04-11,梅田Zeela,FREE AROUND,"['FINDCREW', 'ARoots', 'ABLAZED', 'OLTER CURRENT', 'CraZy MaFF']",18:00:00,18:30:00
10,2018-04-12,梅田Zeela,WASSHOI音楽祭～ピーチ出戻りしましたver～,"['竹下麻衣子(I-RabBits)', 'ISATO&Daiki(LOCAL CONNECT)', 'Nobu&Yussan(Pulse Factory)', 'あおみどり(SOUTHBLOW)', '惇と彩恵(アイビーカラー)', '岡田勇希&成瀬陽介(LASTGASP)', 'Chiaki']",18:00:00,18:30:00
11,2018-04-13,梅田Zeela,「想奏ノスタルジア ~Osaka~」,['田澤孝介【サポートメンバー】Pf.山本裕太'],00:00:00,00:00:00
12,2018-04-14,梅田Zeela,COUPLING TOUR 2018 9BALL GAMES -3rd-,"[""THE MICRO HEAD 4N'S × defspiral""]",17:30:00,18:00:00
13,2018-04-15,梅田Zeela,CROSS OVER JAPAN 復興支援LIVE in 大阪vol.13 GIZZY presents〜Rockin' cover sonic〜,"['◆高橋まこと(ex:BOØWY/Dr) with BOØWY-respect-BAND', 'GIZZY (ZIGGY)', 'BARL (BOØWY) ※from 明石', 'momo De dou (THE BLUE HEARTS)', 'Dr.Feelman (BOØWY) ※from 熊本', '※(出演順不同)']",15:30:00,16:30:00
14,2018-04-16,梅田Zeela,New Age Survivor,"['Qyoto', 'Colors to cooks', 'Roley one Romance', 'FAREWELL MY FAITH', 'PARTY of the DAY', 'THE PAC']",17:30:00,18:00:00
15,2018-04-17,梅田Zeela,HUL OVER pre BATTLE ROAR Vol.3～OSAKAキタミナミDAY2開催!!!!～キタ編,"['HUL OVER', 'Validelight', 'GRANDSTAND', '齊藤真生(UNIQUE PROJECT)', 'FOR NEW ARRIVALs', 'The 3 minutes', 'RAVEN OUT', 'LAW OF LIBERTY 【DJ】My Generation! Crew ($HOTA, Di-sK, KIR.aya)', 'LINA', 'NON']",16:00:00,16:30:00
16,2018-04-18,梅田Zeela,"Femtocell 1st Full album""Substrate"" Release Tour - Circulation-","['Femtocell', 'Screech in2 the Rain.', 'Annon', 'Cloud Empty', '+ 1 more secret act (O.A.)']",18:00:00,18:30:00
17,2018-04-19,梅田Zeela,"return to ""zero"" with YAMINABE","['そこに鳴る', '豚乙女', 'Marmalade butcher', 'ATLAS MEMORY (O.A)']",18:00:00,18:30:00
18,2018-04-20,梅田Zeela,ユアネス presents「理想とはかけ離れた日常」,"['ユアネス', 'LINE wanna be Anchors', 'CRAZY VODKA TONIC']",18:30:00,19:00:00
19,2018-04-21,梅田Zeela,第12回開催 アニミティーライブ～3周年VOL.2～　,"['TONE TUNE', 'ビーフストロガノフ', 'stella', 'NiSA', 'すいーと♡ぽてと', 'C&W']",14:00:00,14:30:00
20,2018-04-22,梅田Zeela,第12回開催 アニミティーライブ～3周年VOL.2～　,"['イケヴォと中国人と奈良と掛け持ちバンドおにいさんズ', '生焼けステーキ', '特撮バンド（仮）/ Wハンバーグ＆エビフライ＆チキンソテーのプレート、ご飯大盛りデザート付き(仮)\r\n', 'Do As Animity(仮)', 'アラサー独身バンドパーティ！', '2次色SAKURA', '超スーパーズ(多)', 'N.L.C']",14:00:00,14:30:00
21,2018-04-23,梅田Zeela,MEET ME SATURDAY 6th Single Release～Anything Possible TOUR2018～,"['MEET ME SATURDAY（レコ発）', 'New Side Chapter', 'Chased by Ghost of HYDEPARK', 'Unvision', ""Ray'n Haze"", '$”Casper.']",17:30:00,18:00:00
22,2018-04-24,梅田Zeela,ライブハウスは遊び場です。-powered by DAIGO IIMURO from FM802 RADIO∞INFINITY-,"['Slimcat', 'THE LITTLE BLACK', 'THE TOMBOYS', 'Layne', '[DJ&MC] 飯室大吾(FM802)']",18:30:00,19:00:00
23,2018-04-25,梅田Zeela,HORIZIC 2nd mini album「天才じゃなかった君へ」 release tour2018!!!!～どっちのHORIZICでショー創世記～,"['HORIZIC（レコ発）', 'ソウルフード', 'GreenWorld', 'ヴォイスクラッカー', 'raciku', 'あくとわん']",17:30:00,18:00:00
24,2018-04-26,梅田Zeela,sally×梅田Zeela presents クロスカウンター vol.1,"['sally', 'ネコレクション', 'ダブディフォー', 'Arclight', 'UnderGlowver']",18:00:00,18:30:00
25,2018-04-27,梅田Zeela,FLYING FRIDAY,"['forgood', 'i am you are', 'The Phantom Films', 'Crunch Time']",19:00:00,19:30:00
26,2018-04-28,梅田Zeela,ベースオントップ大阪梅田店presentsウメダコネクション Vol.42,"['喜多方サーカス団', '超☆野獣 VS BlackCherryBoys', 'The White Ducks', 'Shannon', ""U's D@ys"", 'VitaminG', 'TOGANOBOYS', '【サブステージ】鳥煮亭曲']",15:30:00,16:00:00
27,2018-04-29,梅田Zeela,Dr.Mi-Ke PRESENTS『無料ヤブ医学会』〜関西圏におけるヤブ医学の有効性〜,"['Dr.Mi-Ke', '[スペシャルゲスト]', 'LCA!!!', 'スマイルアンドグッド', '(O.A.)ワダキョウダイ']",17:00:00,17:40:00
28,2018-04-30,梅田Zeela,NANIWAdelic＠梅田Zeela ～第1回Laugh & Peace Music Fes!～,"['ラニ―ノーズ', 'ラフ次元', 'ヘンダーソン', '見取り図 ', '馬と魚', '大村ジーニアス', 'KissBeeWest', 'Runny Noize']",18:00:00,18:30:00
29,2018-04-30,梅田Zeela,NANIWAdelic＠梅田Zeela～ゴールデンウィークアイドルSP～,"['ミライスカート', 'KissBeeWEST', 'Yes Happy!', 'SO.ON project', 'NEO BREAK', 'MC：エルフ']",11:30:00,12:00:00
0,2018-05-03,梅田Zeela,梅田Zeela presents NOISY IS GOLDEN,"['theseDays', 'サイハテ(仮)', 'Arte Macchina', 'Pince-Nez', 'Zililili', ""tha Marmillow's"", 'smoking birds', 'mami']",16:00:00,16:30:00
1,2018-05-04,梅田Zeela,シェルミィコンセプト型ツーデイズ単独見世物公演「あの子の生きたい日。」,['シェルミィ'],18:30:00,19:00:00
